forecast_date,location,target,target_end_date,type,quantile,value
2023-05-29,01,4 wk ahead inc flu hosp,2023-06-24,quantile,0.8,30.0
2023-05-29,01,4 wk ahead inc flu hosp,2023-06-24,quantile,0.85,35.14999999999998
2023-05-29,01,4 wk ahead inc flu hosp,2023-06-24,quantile,0.9,42.10000000000002
2023-05-29,01,4 wk ahead inc flu hosp,2023-06-24,quantile,0.95,52.0
2023-05-29,01,4 wk ahead inc flu hosp,2023-06-24,quantile,0.975,60.52499999999998
2023-05-29,01,4 wk ahead inc flu hosp,2023-06-24,quantile,0.99,73.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.01,0.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.025,0.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.05,0.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.1,0.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.15,0.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.2,0.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.25,0.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.3,0.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.35,0.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.4,1.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.45,1.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.5,1.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.55,2.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.6,2.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.65,2.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.7,3.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.75,3.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.8,4.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.85,5.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.9,6.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.95,8.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.975,9.0
2023-05-29,02,1 wk ahead inc flu hosp,2023-06-03,quantile,0.99,12.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.01,0.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.025,0.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.05,0.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.1,0.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.15,0.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.2,0.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.25,0.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.3,0.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.35,0.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.4,0.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.45,0.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.5,0.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.55,0.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.6,0.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.65,0.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.7,1.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.75,2.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.8,3.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.85,5.149999999999977
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.9,7.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.95,12.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.975,14.0
2023-05-29,02,2 wk ahead inc flu hosp,2023-06-10,quantile,0.99,19.00999999999999
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.01,0.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.025,0.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.05,0.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.1,0.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.15,0.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.2,0.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.25,0.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.3,0.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.35,0.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.4,0.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.45,0.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.5,0.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.55,0.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.6,0.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.65,0.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.7,0.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.75,0.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.8,1.2000000000000455
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.85,4.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.9,8.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.95,13.049999999999955
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.975,17.0
2023-05-29,02,3 wk ahead inc flu hosp,2023-06-17,quantile,0.99,27.00999999999999
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.01,0.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.025,0.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.05,0.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.1,0.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.15,0.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.2,0.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.25,0.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.3,0.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.35,0.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.4,0.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.45,0.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.5,0.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.55,0.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.6,0.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.65,0.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.7,0.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.75,0.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.8,0.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.85,2.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.9,6.0
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.95,15.049999999999955
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.975,22.524999999999977
2023-05-29,02,4 wk ahead inc flu hosp,2023-06-24,quantile,0.99,35.01999999999998
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.01,66.98
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.025,74.475
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.05,78.0
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.1,84.0
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.15,88.0
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.2,91.0
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.25,94.0
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.3,95.0
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.35,98.0
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.4,100.0
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.45,103.0
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.5,106.0
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.55,108.0
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.6,110.0
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.65,112.0
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.7,115.0
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.75,117.0
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.8,121.0
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.85,126.0
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.9,131.10000000000002
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.95,138.0
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.975,144.04999999999995
2023-05-29,04,1 wk ahead inc flu hosp,2023-06-03,quantile,0.99,151.01
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.01,45.980000000000004
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.025,51.475
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.05,60.95
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.1,72.0
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.15,77.85
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.2,81.0
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.25,86.0
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.3,90.0
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.35,94.0
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.4,99.0
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.45,103.0
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.5,106.0
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.55,110.45000000000005
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.6,114.0
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.65,117.0
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.7,122.0
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.75,127.25
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.8,134.0
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.85,140.0
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.9,147.10000000000002
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.95,164.0
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.975,171.52499999999998
2023-05-29,04,2 wk ahead inc flu hosp,2023-06-10,quantile,0.99,186.0
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.01,32.97
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.025,38.475
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.05,53.80000000000001
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.1,65.0
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.15,71.0
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.2,78.0
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.25,85.0
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.3,90.0
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.35,95.0
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.4,98.0
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.45,103.0
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.5,109.0
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.55,114.45000000000005
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.6,120.39999999999998
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.65,127.0
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.7,135.0
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.75,140.0
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.8,145.0
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.85,152.0
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.9,162.30000000000007
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.95,188.0
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.975,201.0
2023-05-29,04,3 wk ahead inc flu hosp,2023-06-17,quantile,0.99,220.06999999999994
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.01,23.98
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.025,30.475
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.05,40.0
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.1,56.0
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.15,67.85
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.2,76.0
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.25,84.0
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.3,89.0
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.35,96.64999999999998
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.4,102.60000000000002
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.45,107.0
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.5,114.0
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.55,119.0
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.6,125.0
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.65,132.0
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.7,141.0
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.75,147.25
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.8,156.20000000000005
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.85,166.0
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.9,181.10000000000002
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.95,201.0999999999999
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.975,222.52499999999998
2023-05-29,04,4 wk ahead inc flu hosp,2023-06-24,quantile,0.99,247.03999999999996
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.01,1.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.025,3.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.05,3.950000000000003
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.1,6.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.15,7.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.2,7.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.25,8.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.3,9.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.35,10.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.4,12.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.45,12.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.5,13.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.55,14.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.6,15.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.65,16.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.7,17.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.75,18.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.8,19.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.85,21.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.9,23.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.95,27.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.975,30.0
2023-05-29,05,1 wk ahead inc flu hosp,2023-06-03,quantile,0.99,33.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.01,0.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.025,0.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.05,0.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.1,1.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.15,3.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.2,4.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.25,5.75
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.3,7.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.35,8.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.4,10.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.45,11.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.5,12.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.55,14.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.6,16.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.65,17.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.7,19.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.75,21.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.8,23.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.85,27.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.9,32.0
2023-05-29,05,2 wk ahead inc flu hosp,2023-06-10,quantile,0.95,38.09999999999991
