forecast_date,location,target,target_end_date,type,quantile,value
2022-11-08,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.85,789.0
2022-11-08,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.9,816.1
2022-11-08,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.95,881.05
2022-11-08,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.975,938.0
2022-11-08,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.99,989.01
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.01,362.97
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.025,402.875
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.05,471.9
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.1,535.0
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.15,585.85
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.2,625.0
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.25,659.0
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.3,688.7
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.35,725.0
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.4,751.0
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.45,783.1
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.5,810.5
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.55,849.45
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.6,879.4
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.65,913.0
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.7,950.0
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.75,987.0
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.8,1042.2
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.85,1099.0
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.9,1155.3000000000002
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.95,1308.2499999999998
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.975,1389.4749999999995
2022-11-08,01,3 wk ahead inc flu hosp,2022-11-26,quantile,0.99,1503.3199999999997
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.01,372.85
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.025,446.725
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.05,507.8
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.1,600.7
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.15,663.0
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.2,726.8
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.25,783.0
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.3,833.4
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.35,885.0
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.4,923.0
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.45,973.1
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.5,1027.0
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.55,1075.9
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.6,1129.0
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.65,1180.35
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.7,1244.3
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.75,1308.75
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.8,1385.6000000000001
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.85,1493.3
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.9,1661.3000000000002
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.95,1836.2999999999997
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.975,2014.05
2022-11-08,01,4 wk ahead inc flu hosp,2022-12-03,quantile,0.99,2294.6099999999997
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.01,1.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.025,2.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.05,3.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.1,4.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.15,5.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.2,6.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.25,7.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.3,8.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.35,9.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.4,10.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.45,11.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.5,12.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.55,13.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.6,14.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.65,15.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.7,16.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.75,18.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.8,19.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.85,21.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.9,23.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.95,26.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.975,28.0
2022-11-08,02,1 wk ahead inc flu hosp,2022-11-12,quantile,0.99,31.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.01,0.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.025,0.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.05,0.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.1,0.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.15,0.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.2,1.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.25,2.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.3,3.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.35,4.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.4,5.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.45,7.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.5,8.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.55,10.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.6,11.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.65,13.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.7,14.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.75,17.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.8,19.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.85,22.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.9,27.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.95,31.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.975,35.0
2022-11-08,02,2 wk ahead inc flu hosp,2022-11-19,quantile,0.99,44.83999999999992
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.01,0.0
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.025,0.0
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.05,0.0
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.1,0.0
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.15,0.0
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.2,0.0
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.25,0.0
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.3,0.0
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.35,0.0
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.4,1.0
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.45,2.0
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.5,5.0
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.55,6.0
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.6,8.0
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.65,10.200000000000045
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.7,14.0
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.75,17.0
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.8,19.40000000000009
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.85,23.799999999999955
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.9,27.0
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.95,35.0
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.975,40.0
2022-11-08,02,3 wk ahead inc flu hosp,2022-11-26,quantile,0.99,43.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.01,0.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.025,0.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.05,0.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.1,0.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.15,0.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.2,0.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.25,0.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.3,0.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.35,0.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.4,0.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.45,0.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.5,0.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.55,2.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.6,5.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.65,8.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.7,12.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.75,15.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.8,19.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.85,23.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.9,30.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.95,37.0
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.975,41.299999999999955
2022-11-08,02,4 wk ahead inc flu hosp,2022-12-03,quantile,0.99,49.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.01,54.980000000000004
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.025,61.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.05,67.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.1,75.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.15,81.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.2,85.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.25,89.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.3,93.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.35,97.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.4,100.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.45,103.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.5,106.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.55,110.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.6,113.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.65,116.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.7,120.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.75,124.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.8,129.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.85,134.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.9,141.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.95,152.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.975,163.0
2022-11-08,04,1 wk ahead inc flu hosp,2022-11-12,quantile,0.99,175.02999999999997
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.01,26.98
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.025,34.0
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.05,43.95
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.1,55.0
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.15,63.849999999999994
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.2,68.0
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.25,74.0
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.3,80.0
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.35,85.0
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.4,93.0
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.45,99.0
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.5,106.0
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.55,113.0
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.6,119.0
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.65,124.35000000000002
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.7,131.0
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.75,139.0
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.8,148.0
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.85,158.0
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.9,173.10000000000002
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.95,196.0
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.975,220.02499999999998
2022-11-08,04,2 wk ahead inc flu hosp,2022-11-19,quantile,0.99,245.02999999999997
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.01,14.97
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.025,19.975
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.05,27.0
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.1,38.0
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.15,46.0
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.2,54.0
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.25,61.0
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.3,69.0
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.35,76.0
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.4,87.0
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.45,95.0
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.5,105.0
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.55,112.0
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.6,120.0
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.65,130.0
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.7,144.0
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.75,155.0
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.8,166.0
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.85,181.14999999999998
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.9,205.20000000000005
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.95,251.0
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.975,288.025
2022-11-08,04,3 wk ahead inc flu hosp,2022-11-26,quantile,0.99,321.05999999999995
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.01,4.0
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.025,8.975000000000001
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.05,14.950000000000003
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.1,24.900000000000006
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.15,33.0
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.2,42.0
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.25,52.75
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.3,62.0
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.35,70.0
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.4,78.0
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.45,89.0
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.5,97.0
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.55,107.0
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.6,116.0
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.65,134.35000000000002
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.7,149.0
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.75,163.0
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.8,180.20000000000005
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.85,209.0
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.9,241.10000000000002
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.95,311.0
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.975,377.07499999999993
2022-11-08,04,4 wk ahead inc flu hosp,2022-12-03,quantile,0.99,454.01
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.01,107.2
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.025,119.0
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.05,128.0
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.1,135.0
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.15,140.5
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.2,145.0
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.25,149.0
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.3,152.0
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.35,156.0
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.4,161.0
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.45,165.0
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.5,169.0
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.55,174.50000000000003
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.6,178.0
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.65,182.0
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.7,187.0
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.75,193.0
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.8,196.0
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.85,201.0
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.9,205.0
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.95,217.0
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.975,226.5
2022-11-08,05,1 wk ahead inc flu hosp,2022-11-12,quantile,0.99,238.89999999999998
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.01,102.2
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.025,117.5
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.05,132.5
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.1,155.0
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.15,164.5
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.2,175.0
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.25,180.0
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.3,187.0
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.35,192.0
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.4,200.0
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.45,206.0
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.5,212.0
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.55,219.0
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.6,224.0
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.65,232.0
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.7,240.0
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.75,248.0
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.8,256.0
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.85,262.5
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.9,275.0
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.95,299.0
2022-11-08,05,2 wk ahead inc flu hosp,2022-11-19,quantile,0.975,307.0
